batter_id,name,batter_hand,team,slot,pitcher,pitcher_hand,opp_pitcher_id,game_pk,matchup,start_time,game_date,game_state,p_hit,hit_odds,no_hit_odds,yes_cents,has_hit,last5,lineup_source,bvp_ab,bvp_h,bvp_avg,b_hit_rate,b_xba,b_hardhit,b_babip,b_n_games,b_days_rest,split_diff,park_factor,p_rating,p_grade,p_csw,p_k_bb,p_hardhit_allowed,p_n_games,p_days_rest,is_opener,b_hit_rate_vs_L,b_hit_rate_vs_R,p_use_fb,p_use_bb,p_use_os,b_hr_vs_fb,b_hr_vs_bb,b_hr_vs_os,b_hr_overall
678246,Miguel Vargas,R,CWS,2,Shane Baz,R,669358,824822,CWS @ BAL,3:35 PM,29/06,Final,0.6912837675328137,,,,True,0100111111,live,0,0,0.0,0.3191022793758576,0.43642366175220826,0.40554557532505725,0.38833316546755453,20,1,0.0221760978807079,1.044,45.5,D,0.26053143227478937,2.472775049423403,0.4082324732358783,16,6,0,0.2391304347826087,0.2613065326633166,0.5919165580182529,0.3318122555410691,0.07627118644067797,0.25862068965517243,0.2820855614973262,0.34517766497461927,0.27291666666666664
665487,Fernando Tatís,R,SD,1,Shota Imanaga,L,684007,824662,SD @ CHC,5:05 PM,29/06,Final,0.688821210926048,,,,True,1011110111,live,0,0,0.0,0.3192230519359945,0.39202935259917815,0.5425233887821058,0.39747995290540217,20,1,0.08209140586189767,0.983,85.4,A,0.2956951305575159,3.7461779957928325,0.35025037837295114,16,5,0,0.3484848484848485,0.26639344262295084,0.5,0.16807909604519775,0.3319209039548023,0.27194860813704497,0.2516297262059974,0.19242902208201892,0.25552430695058254
664983,Jake Mccarthy,L,COL,1,Sandy Alcántara,R,645261,824339,MIA @ COL,5:40 PM,29/06,Final,0.688821210926048,,,,True,1111111110,live,1,1,1.0,0.31488727293585145,0.33603220402719314,0.32204268182958956,0.3751053366680798,20,1,-0.04638144742103162,1.148,63.6,C,0.26981246218995764,3.194425710422336,0.35156466143996074,17,6,0,0.34146341463414637,0.29508196721311475,0.5710828796128251,0.20326678765880218,0.22565033272837265,0.2907103825136612,0.24950884086444008,0.2602739726027397,0.27487864077669905
666160,Mickey Moniak,L,COL,2,Sandy Alcántara,R,645261,824339,MIA @ COL,5:40 PM,29/06,Final,0.6872753306131895,,,,False,0000101000,live,0,0,0.0,0.19767656946419482,0.26994662311085726,0.3150500555858658,0.22178415601766896,20,1,0.08952702702702703,1.148,63.6,C,0.26981246218995764,3.194425710422336,0.35156466143996074,17,6,0,0.1875,0.27702702702702703,0.5710828796128251,0.20326678765880218,0.22565033272837265,0.23826714801444043,0.24427480916030533,0.2620967741935484,0.24607762180016515
677800,Wilyer Abreu,L,BOS,3,Miles Mikolas,R,571945,824741,WSH @ BOS,4:10 PM,29/06,Final,0.6854231440670685,,,,True,0111100100,live,0,0,0.0,0.19939346796990068,0.22345133143597531,0.3156077932822568,0.21535695966911203,20,1,-0.1111766788622684,1.063,56.7,C,0.25554642563681185,3.0234767970174574,0.40098178438562637,17,5,0,0.35135135135135137,0.24017467248908297,0.5094494658997535,0.40920295809367296,0.08134757600657354,0.2523056653491436,0.2718808193668529,0.24213075060532688,0.25485436893203883
669477,Casey Schmitt,R,SF,3,Eduardo Rodríguez,L,593958,825065,SF @ AZ,6:40 PM,29/06,Final,0.6828506455537275,,,,False,1111110101,live,1,0,0.0,0.31475129943101854,0.4431489916178406,0.43856275246174886,0.3854115161553687,20,2,0.0404761904761905,1.0,45.4,D,0.25862068965517243,1.7257556986270919,0.37822304766151166,16,6,0,0.32142857142857145,0.28095238095238095,0.6025215660252157,0.12408759124087591,0.2733908427339084,0.2687651331719128,0.23410404624277456,0.2757009345794392,0.258364312267658
606466,Ketel Marte,L,AZ,1,Tyler Mahle,R,641816,825065,SF @ AZ,6:40 PM,29/06,Final,0.6827458495862718,,,,True,1101111011,live,3,0,0.0,0.2788175196008237,0.3081832754830747,0.5054461035536022,0.304268893499516,20,1,0.024871001031991746,1.0,49.6,D,0.2777242044358727,2.4015006860837493,0.39985142866301726,12,5,0,0.24705882352941178,0.2719298245614035,0.6447876447876448,0.10714285714285714,0.24806949806949807,0.2309623430962343,0.20614035087719298,0.2533783783783784,0.23138832997987926
661388,William Contreras,R,MIL,3,Nick Lodolo,L,666157,823771,CIN @ MIL,4:40 PM,29/06,Final,0.6783104182611179,,,,False,0011011100,live,1,1,1.0,0.3319031108302045,0.3460977956894361,0.5113793683075281,0.4143027380113971,20,1,-0.002051335998316861,0.97,36.9,D,0.26838235294117646,2.397078293870617,0.42750371788866237,9,6,0,0.29896907216494845,0.3010204081632653,0.5073529411764706,0.25735294117647056,0.23529411764705882,0.3129644921552436,0.2763744427934621,0.3231939163498099,0.30372093023255814
663837,Matt Vierling,R,DET,1,Ryan Weathers,L,677960,823529,DET @ NYY,4:05 PM,29/06,Final,0.6775901062938982,,,,True,0101011101,live,3,1,0.3333333333333333,0.1439884380563883,0.24658060581571573,0.3389132239013958,0.16275650224508867,20,1,0.04819727255744444,1.007,64.1,C,0.3092485549132948,3.856250865196607,0.4294941519252517,15,5,0,0.22641509433962265,0.1782178217821782,0.47288503253796094,0.2957339117859725,0.2313810556760665,0.18579234972677597,0.22849462365591397,0.16908212560386474,0.19385026737967914
641680,Jonah Heim,L,ATH,4,Eric Lauer,L,641778,824986,LAD @ ATH,6:40 PM,29/06,Final,0.676679804065507,,,,True,1110001110,live,0,0,0.0,0.2747128217344556,0.29211138293966415,0.3555515542011441,0.32510286824896534,20,1,-0.021428571428571436,0.977,46.2,D,0.24347826086956523,1.688621912869526,0.3864173845297393,13,7,0,0.22857142857142856,0.25,0.6373307543520309,0.19729206963249515,0.1653771760154739,0.2309278350515464,0.20098039215686275,0.23417721518987342,0.2243211334120425
668930,Brice Turang,L,MIL,2,Nick Lodolo,L,666157,823771,CIN @ MIL,4:40 PM,29/06,Final,0.6748276175193859,,,,True,0101111001,live,2,1,0.5,0.240971122765745,0.3182179681069362,0.3513440052750195,0.3290205488803945,20,1,-0.06635327173501918,0.97,36.9,D,0.26838235294117646,2.397078293870617,0.42750371788866237,9,6,0,0.21505376344086022,0.2814070351758794,0.5073529411764706,0.25735294117647056,0.23529411764705882,0.24045084533500313,0.26214833759590794,0.24644549763033174,0.24609375
701762,Nick Kurtz,L,ATH,3,Eric Lauer,L,641778,824986,LAD @ ATH,6:40 PM,29/06,Final,0.6742172474587411,,,,True,1011000110,live,0,0,0.0,0.2305679757799398,0.4361877982925364,0.6625541068078541,0.4082178221032307,20,1,-0.003597492034124794,0.977,46.2,D,0.24347826086956523,1.688621912869526,0.3864173845297393,13,7,0,0.2765957446808511,0.28019323671497587,0.6373307543520309,0.19729206963249515,0.1653771760154739,0.26078680203045684,0.26301369863013696,0.24873096446700507,0.2585499316005472
804606,Konnor Griffin,R,PIT,1,Aaron Nola,R,605400,823444,PIT @ PHI,3:40 PM,29/06,Final,0.6742172474587411,,,,True,1000111111,live,2,0,0.0,0.29016487769861826,0.3012362372860949,0.3890254982684891,0.3817120549448678,20,1,-0.008102025506376564,1.009,61.6,C,0.29797627355198886,3.011166101620146,0.4080942044722728,16,5,0,0.27906976744186046,0.2709677419354839,0.5286312849162011,0.3470670391061452,0.12430167597765363,0.2737276478679505,0.2188235294117647,0.24019607843137256,0.25567765567765566
669065,Kyle Stowers,L,MIA,5,Sean Sullivan,L,807743,824339,MIA @ COL,5:40 PM,29/06,Final,0.6727000648417616,,,,True,1001111110,live,0,0,0.0,0.24734390477164386,0.4031562089180127,0.5938497891435839,0.38028766526809704,20,1,-0.018981880931837808,1.148,50.0,C,0.24,,,3,6,0,0.21052631578947367,0.22950819672131148,0.6755555555555556,0.19555555555555557,0.1288888888888889,0.18907103825136612,0.22334004024144868,0.2301980198019802,0.20759911894273128
